fightWinScore,fightLoseScore,scareWinScore,threatWinScore,threatLoseScore,hawkFraction
29,-6,33,-93,-63,0.995
-99,-37,-29,-96,45,0.0
69,44,7,100,-20,0.508
-30,79,5,-55,34,0.967
77,15,-67,-99,78,0.0
-79,-26,78,6,67,0.408
-77,29,99,75,91,0.476
-22,15,60,16,-35,0.964
31,-27,-98,94,-71,0.0
15,-29,-74,51,85,0.0
-44,-30,46,-91,31,0.647
87,-65,-46,74,-5,0.0
20,-45,61,12,45,0.489
-68,-49,-81,85,-69,0.0
53,96,-45,-43,42,0.814
40,61,-71,-71,56,0.0
61,96,5,6,-42,0.99
-11,-54,39,97,-17,0.404
13,73,-11,-20,1,0.988
-15,32,-24,21,76,0.0
-20,59,-94,-24,49,0.0
51,96,49,-79,51,0.968
75,-56,-62,-88,-97,0.995
26,72,1,-17,90,0.505
84,-54,63,-37,-84,0.998
-53,-58,-2,39,18,0.0
12,-21,11,-96,-72,0.933
-73,-96,1,-71,-24,0.367
0,-91,-43,48,-96,0.0
-49,-1,-46,59,18,0.0
-36,60,61,-17,47,0.5
5,-15,-73,-66,-86,0.0
78,-64,60,94,69,0.476
-65,34,-82,65,31,0.0
14,97,52,-44,-14,0.993
72,59,25,7,-72,0.993
16,61,-58,-20,-22,0.0
8,-89,75,45,36,0.416
0,10,64,-93,-87,0.995
95,-100,-65,31,11,0.0
20,-14,-43,-81,-3,0.0
-97,5,33,-17,80,0.293
-18,27,68,74,24,0.5
-3,94,-34,54,-51,0.529
83,-51,99,-98,-29,0.995
51,-97,92,-13,57,0.447
-28,91,-57,24,69,0.0
-51,52,-50,29,-52,0.0
-24,67,-24,62,-86,0.949
-42,36,-11,20,-71,0.812
38,-95,69,50,4,0.429
19,-78,-3,-36,-43,0.582
100,65,96,-26,-89,0.997
91,-16,-25,-66,-29,0.999
13,-47,22,-46,-37,0.775
40,48,-91,18,-42,0.0
91,-27,18,-26,98,0.53
-40,74,92,-29,98,0.522
-34,-26,59,-84,4,0.748
-33,-47,-33,25,40,0.0
-82,88,-66,38,46,0.0
86,-39,-49,-41,63,0.0
-64,-83,-4,-9,49,0.0
-45,59,14,38,-59,0.96
-43,-80,65,100,73,0.363
9,-78,-87,-5,-48,0.0
-99,93,56,-54,-74,0.971
85,-86,-30,-48,57,0.0
61,20,95,-57,-56,0.999
29,-63,100,33,-4,0.475
-48,-34,81,-26,27,0.656
-1,43,-45,-39,-14,0.998
-86,33,-1,-87,97,0.001
72,-54,76,89,1,0.488
78,27,-51,-88,-100,0.998
-59,43,-36,-60,-58,0.784
86,-35,-80,81,-49,0.0
-54,17,5,2,-91,0.662
-75,-65,-29,-84,-46,0.246
-55,39,-95,-93,29,0.0
-68,-43,62,-76,-83,0.726
22,6,-81,-6,81,0.0
29,-64,-79,76,-42,0.0
79,-3,12,5,84,0.5
27,-83,-62,95,26,0.0
-95,7,31,-6,88,0.288
17,-53,81,95,66,0.479
60,92,98,-7,66,0.5
58,-74,52,-70,99,0.66
-7,88,11,-86,51,0.972
46,-71,-67,-8,-27,0.0
-59,-22,99,64,-8,0.451
57,-44,73,17,-30,0.964
-88,14,86,57,3,0.442
80,59,-82,-23,29,0.0
55,82,-11,-96,-35,0.998
45,-82,79,51,-64,0.816
30,70,-61,-31,-39,0.997
-57,39,90,57,7,0.484
-52,-6,25,-54,-50,0.736
46,75,34,-56,30,0.978
51,-80,11,-38,-59,0.804
-73,-43,78,-17,-75,0.712
-38,-86,36,-68,-51,0.634
21,60,-58,17,12,0.0
-92,-57,-68,25,75,0.0
52,81,-49,-21,-60,0.996
39,-64,-36,-20,47,0.0
-43,-38,36,-33,-76,0.704
80,14,16,37,64,0.5
62,-13,-7,24,-92,0.991
94,27,-96,-67,-93,0.997
41,40,-37,-35,22,0.95
27,28,41,21,3,0.5
29,90,-65,59,14,0.0
-89,46,-78,-30,11,0.0
-23,84,18,-13,-98,0.995
61,-26,23,49,-30,0.577
14,-24,-45,18,22,0.0
44,-62,9,16,-98,0.811
19,75,63,-12,-23,0.996
1,-69,-75,-76,72,0.0
81,33,35,-78,-56,0.997
8,-78,-92,-29,27,0.0
-80,-24,65,65,48,0.366
-15,57,-42,-72,-11,0.996
-95,-97,86,-89,44,0.524
-28,-6,82,32,-82,0.838
40,22,92,54,-43,0.715
-32,29,-27,-28,-84,0.93
70,42,55,-33,-33,0.997
75,-78,-47,75,-10,0.0
-78,-89,-77,-33,66,0.0
-83,-63,-38,-66,33,0.0
18,59,-51,-64,75,0.0
-62,32,-35,-69,-94,0.624
-42,-27,53,-60,-65,0.759
-61,75,84,41,-84,0.982
-15,-59,-53,41,-62,0.0
81,-35,100,46,28,0.496
-59,29,3,-47,55,0.135
-89,71,81,14,-15,0.729
93,89,83,-9,2,0.965
65,51,22,25,-9,0.5
5,55,99,37,-85,0.985
67,68,23,28,-73,0.982
40,14,-88,-48,52,0.0
-9,30,6,-68,34,0.979
-84,-23,-38,68,93,0.0
-62,13,-29,-29,91,0.0
9,93,-76,92,-15,0.0
-13,28,40,-43,-80,0.996
80,-80,-86,22,22,0.0
23,-82,-27,54,-10,0.0
-14,-86,34,-74,-77,0.687
56,1,43,56,-23,0.521
63,92,-50,-79,-21,0.995
-29,59,-54,-14,-11,0.0
-18,-62,-9,-82,9,0.338
-75,0,-49,-81,-67,0.39
-98,27,-60,-18,-45,0.0
21,-21,15,57,7,0.5
56,44,-4,41,-43,0.866
-20,20,91,3,92,0.5
99,-41,39,51,-32,0.576
-79,-52,23,-98,-72,0.564
-86,-96,89,-81,70,0.521
-33,45,-1,-91,-51,0.995
-6,-15,97,60,55,0.5
62,-89,95,83,-86,0.861
50,-27,-27,-42,-17,0.994
34,-25,-36,96,33,0.0
-88,13,-21,-20,-53,0.326
65,-100,-74,58,-5,0.0
23,-10,51,-77,-32,0.996
82,-71,59,65,-48,0.65
-20,53,17,-42,-56,0.998
54,66,-60,-99,-60,1.0
-35,-21,-88,96,20,0.0
63,62,-9,67,-94,0.963
-32,35,-13,27,-4,0.0
-26,-70,40,-75,68,0.475
-39,-17,94,7,61,0.481
42,32,-91,63,25,0.0
100,85,26,22,-6,0.5
-88,21,-11,14,100,0.0
-9,11,-55,100,-67,0.0
-60,55,24,-64,69,0.773
34,-53,51,8,-1,0.469
74,88,59,41,-40,0.831
88,59,-84,-75,-34,0.998
80,36,-85,-44,36,0.0
65,25,-94,69,0,0.0
47,-39,-30,-46,-90,0.994
-16,-92,-45,-21,-85,0.11
0,-65,-2,67,-40,0.0
-25,29,-96,-86,85,0.0
78,-79,-64,-41,-40,0.0
-57,-85,26,-70,-59,0.556
-55,66,-6,44,27,0.0
9,34,54,-23,-65,0.996
52,14,-54,-72,-10,0.997
-20,-93,80,100,-15,0.398
-47,-15,38,-89,25,0.682
-29,-11,3,-27,32,0.114
-71,42,75,-93,-16,0.92
100,3,-14,38,-17,0.495
42,10,92,-29,-22,0.998
-68,-39,-4,85,98,0.0
61,-51,4,36,-73,0.977
78,5,-60,-13,-35,0.0
17,-60,87,-64,20,0.838
-27,67,94,-58,94,0.658
-42,34,-10,22,60,0.0
-47,55,37,-89,-69,0.995
86,39,97,-79,-95,0.997
44,0,88,-48,34,0.951
100,-93,-61,5,-28,0.0
-11,-32,47,7,77,0.486
-60,-34,-59,-59,-68,0.0
-100,-7,-92,-3,-29,0.0
6,70,-99,66,11,0.0
34,-70,79,-25,50,0.51
0,-100,7,83,-61,0.09
5,-35,91,-91,-99,0.913
3,87,-81,5,53,0.0
70,-1,-18,79,-16,0.425
8,-58,81,-46,-81,0.848
-32,29,-42,-57,65,0.0
60,-73,-60,-98,70,0.0
-35,-69,36,57,-65,0.436
-35,-19,-60,-55,19,0.0
-3,35,54,-59,65,0.841
-8,-59,-45,34,-32,0.0
9,27,-14,17,37,0.0
81,-9,-30,64,-65,0.84
90,44,-18,41,-29,0.599
-86,-36,-16,9,-32,0.0
-84,20,37,-63,-42,0.77
41,19,-24,18,-11,0.0
-95,-95,-96,-51,-32,0.0
-46,-18,56,42,-51,0.665
-85,-1,35,-13,-51,0.628
34,-66,17,9,62,0.336
36,-84,15,-36,93,0.259
-82,-94,69,19,-39,0.481
-75,48,-40,-28,67,0.0
-63,-97,17,-35,55,0.122
95,53,-78,-15,-7,0.0
-51,-44,45,-11,-72,0.625
66,96,82,-6,-49,0.995
-32,-43,35,-3,70,0.358
37,49,85,-3,-18,0.989
-8,15,-21,49,-13,0.0
53,-74,-24,-36,-54,0.713
-20,-16,46,89,46,0.493
38,27,-95,-63,37,0.0
-3,73,23,70,45,0.5
88,89,41,97,-82,0.825
24,-14,-78,-65,-7,0.0
-8,-57,-47,-33,17,0.0
-34,88,80,-9,-75,0.997
49,-38,-67,-35,44,0.0
92,61,-3,74,29,0.5
-66,-72,16,100,-94,0.195
32,59,-97,-94,-75,0.996
38,12,-52,26,85,0.0
9,18,9,-73,-48,0.999
11,-4,30,92,2,0.5
63,0,-7,-81,-83,0.997
47,77,-89,91,-9,0.0
-10,58,11,16,10,0.5
23,-14,-43,-48,-61,0.997
-16,-84,86,-55,-17,0.712
92,-47,-63,-87,-17,0.997
-78,95,49,65,85,0.454
4,-30,34,0,-81,0.829
36,53,79,44,89,0.5
93,-56,-8,-100,-85,0.997
-78,-89,95,19,-99,0.611
-74,8,-27,-4,42,0.0
-73,-3,-16,-77,38,0.0
-32,-23,-93,82,-8,0.0
73,72,43,11,24,0.5
87,99,-99,-91,16,0.989
12,96,87,15,54,0.5
9,-30,-89,34,-74,0.0
2,-97,-35,-48,-67,0.295
-5,34,-73,-76,-72,0.993
-59,-35,49,-59,-94,0.703
89,1,27,26,-80,0.99
92,32,27,82,-8,0.5
97,-6,-49,12,-6,0.0
-84,-6,37,-89,97,0.426
-70,-75,-63,74,91,0.0
67,86,99,15,-56,0.988
-99,90,36,59,61,0.407
-63,-52,63,64,27,0.365
4,-19,97,37,84,0.5
-19,-64,46,28,-24,0.484
33,60,-4,-67,-44,0.999
25,-36,41,6,46,0.494
-62,96,47,-86,-63,0.998
24,-44,-100,-77,-22,0.0
13,-16,99,56,-44,0.705
-17,-16,8,67,-41,0.271
-44,54,-74,-64,15,0.0
24,-94,-62,-67,98,0.0
68,5,92,-57,-65,0.998
-50,-71,53,39,27,0.327
7,-78,79,-47,-13,0.767
22,-9,88,-29,6,0.99
-10,60,-69,39,-25,0.0
-83,-55,68,-1,-20,0.537
-77,24,3,73,26,0.067
48,-21,-53,-84,13,0.0
-2,-84,57,-18,68,0.398
-1,-85,85,-97,-7,0.782
51,68,33,-79,-98,0.996
79,-99,4,-61,-57,0.915
6,-11,-62,-32,-48,0.0
-54,-52,-91,8,-83,0.0
8,39,-99,39,43,0.0
-9,-94,96,-41,-100,0.801
-37,56,90,1,4,0.496
6,-90,-63,-65,63,0.0
-36,-87,-39,61,-65,0.0
74,77,-70,39,33,0.0
9,77,-13,19,78,0.491
-1,-49,-66,-88,84,0.0
2,29,0,-52,6,0.993
45,-54,26,-70,-82,0.958
-38,-23,-23,96,-86,0.0
-78,-92,-93,38,0,0.0
-14,74,-69,21,-25,0.0
81,-77,91,-13,59,0.477
-42,-2,-25,-71,-47,0.576
44,-97,-81,-4,50,0.0
24,94,50,53,-40,0.675
-42,-85,-100,-11,-56,0.0
49,57,-29,-74,-17,0.998
73,90,-38,-67,23,0.989
-25,86,88,32,-68,0.984
96,-72,-67,-20,-1,0.0
-82,26,8,50,83,0.15
9,92,-28,68,96,0.0
-8,19,56,37,-89,0.984
-73,-8,71,-40,90,0.474
100,-13,77,20,-28,0.939
15,-29,-57,-57,77,0.0
-21,-52,-26,-42,68,0.0
96,29,49,80,-34,0.542
-10,-13,89,-56,-1,0.896
75,96,32,-69,-58,0.998
59,-36,-63,-2,99,0.0
46,-43,-12,-62,-20,0.987
55,-75,-78,-90,-96,0.0
32,82,-37,-56,-98,0.998
-46,25,48,89,17,0.485
89,-99,37,92,90,0.394
33,-96,96,-94,53,0.783
-33,91,-39,57,29,0.0
38,1,-74,3,1,0.0
87,-6,65,60,-88,0.968
-23,5,24,-41,18,0.787
-80,-24,88,81,-81,0.621
55,-70,73,79,-80,0.87
69,-27,-69,-70,45,0.0
78,17,-58,15,-44,0.0
-75,-89,-23,-64,-85,0.341
-89,85,-89,-55,-48,0.0
-100,-75,62,55,94,0.282
-79,30,9,16,-9,0.172
-23,-66,8,-68,-27,0.546
97,-2,-85,-33,-21,0.0
-42,42,-58,75,-37,0.0
-55,16,83,20,-10,0.483
74,-90,67,-50,0,0.929
-43,57,-23,65,-83,0.0
8,-19,-96,-10,54,0.0
-64,-1,-31,78,-85,0.0
-37,-67,93,-43,-52,0.733
-24,58,10,71,72,0.496
94,-46,-37,-21,95,0.0
-81,-5,-41,45,-43,0.0
13,15,-91,11,-74,0.0
32,-97,-81,-92,-37,0.0
-11,23,62,82,15,0.5
-90,-17,-21,1,-42,0.0
-12,-77,-43,-22,88,0.0
9,12,-77,-9,-86,0.0
-99,38,80,65,75,0.439
48,-75,-41,4,-44,0.0
-53,-62,-7,-61,9,0.229
81,1,60,-77,-63,0.997
73,-38,-19,-13,39,0.0
75,47,-17,33,-48,0.955
89,80,50,19,100,0.5
40,-71,-21,-70,49,0.0
38,-32,52,12,-49,0.988
85,-39,-42,-78,64,0.0
-95,-98,-54,47,-56,0.0
70,-56,-30,64,97,0.0
-84,-66,80,68,-1,0.365
10,44,65,-25,-74,0.995
69,11,25,15,-41,0.985
83,-51,38,-77,30,0.984
48,87,82,16,61,0.5
45,-11,96,-28,-99,0.996
-67,69,10,-40,6,0.957
98,45,-31,-81,-53,0.995
36,-97,-77,2,70,0.0
21,-59,10,62,-42,0.261
97,-19,-92,94,-99,0.0
22,64,94,83,-46,0.61
19,38,-47,-64,88,0.0
89,88,61,-73,63,0.925
-92,5,12,-63,35,0.371
54,67,-29,84,69,0.477
-46,67,84,76,5,0.499
6,-28,34,36,-89,0.825
-10,-38,52,-14,-94,0.789
-27,-64,-58,-51,-78,0.0
27,-44,46,0,30,0.485
-57,-38,-100,95,-18,0.0
81,-34,71,-19,4,0.985
31,-38,-86,-50,-43,0.0
-24,82,93,-57,-44,0.998
-83,-31,9,34,-57,0.285
-2,10,-45,-63,-7,0.0
41,63,-92,87,51,0.0
-59,39,43,-62,24,0.864
0,-49,-52,98,49,0.0
-73,-30,27,34,-87,0.494
-83,-48,94,-91,35,0.638
-86,21,60,-84,-24,0.803
-86,21,31,81,-16,0.327
-70,-68,-22,28,-30,0.0
-8,80,99,26,-51,0.976
-11,44,32,-44,-46,0.997
21,80,-76,-60,86,0.0
-75,-41,-62,73,1,0.0
12,-49,-12,51,4,0.0
-33,87,-97,-86,-15,0.0
-21,-79,-53,17,99,0.0
49,-53,-32,-50,-17,0.724
-91,4,96,86,80,0.444
-67,81,-78,27,-72,0.0
-100,25,-76,-11,100,0.0
22,81,-5,-18,-90,0.995
6,24,-59,-3,53,0.0
-64,-48,72,-47,-63,0.701
-73,-4,76,43,95,0.454
-43,47,-43,-90,-28,0.985
39,-47,-29,68,-92,0.0
-23,-48,-42,-3,48,0.0
32,93,-26,86,-40,0.524
-65,-67,-39,84,28,0.0
92,23,-91,-67,-8,0.0
-68,-68,34,59,-99,0.405
82,48,98,46,-87,0.981
-11,35,-68,-79,76,0.0
60,-85,-19,-62,27,0.0
16,5,-27,-81,-2,0.996
-49,-49,-67,-67,-100,0.275
67,67,-63,-72,-63,0.999
-45,-99,-83,-73,91,0.0
73,12,-56,-74,31,0.0
13,100,96,-42,-87,0.998
-83,-8,-10,-76,-92,0.525
-82,97,-15,-33,86,0.0
11,88,8,-54,-63,0.998
-76,33,-76,-40,71,0.0
-99,69,14,-79,27,0.752
-66,-81,-71,10,81,0.0
95,100,-37,-14,93,0.446
-81,-27,-25,-2,-49,0.0
-85,85,49,-99,60,0.956
19,-54,77,-61,91,0.635
60,-23,13,94,-55,0.637
-72,87,33,-77,88,0.801
-92,0,17,0,60,0.183
-89,64,88,-27,92,0.48
-6,41,3,8,-17,0.963
13,99,82,-69,80,0.815
-15,-38,46,-40,93,0.509
-59,-74,-19,-62,-97,0.403
35,-89,-79,-17,-34,0.0
43,47,70,79,-100,0.956
52,37,59,-49,44,0.903
-32,43,-58,7,-88,0.0
0,-25,21,11,77,0.482
66,-90,-15,12,7,0.0
47,-93,44,35,-31,0.587
17,-20,-34,3,3,0.0
-61,17,28,57,-37,0.451
29,-71,-56,61,49,0.0
-78,-58,-96,-84,-43,0.0
-6,33,-2,5,9,0.5
42,-37,-82,1,49,0.0
-82,-64,3,33,-36,0.052
-61,-28,-41,-64,21,0.0
6,75,33,-10,87,0.501
37,-19,-42,28,-11,0.0
-34,-13,68,47,-98,0.789
-49,-35,-31,-62,14,0.0
62,96,-23,-44,73,0.615
34,-60,-14,83,-88,0.0
51,93,100,-26,4,0.989
-59,-60,69,13,93,0.375
-61,92,85,-18,-32,0.995
-80,93,20,-25,-27,0.993
12,-77,18,-33,27,0.394
-22,62,-39,-32,-65,0.996
22,14,-41,12,-95,0.995
-15,15,-84,-13,-53,0.0
74,8,-37,35,94,0.0
12,-84,31,68,52,0.312
-21,-59,-56,-76,-87,0.0
50,-80,-25,-50,50,0.0
82,-2,-24,91,-49,0.471
-43,-18,99,-61,25,0.789
14,-32,44,-19,52,0.509
-44,48,13,-71,9,0.987
-92,66,29,-78,36,0.791
-96,15,-1,11,53,0.0
-3,-2,66,-95,12,0.979
-51,-19,-41,68,-84,0.0
51,-1,42,-76,-36,0.995
-55,100,81,-15,79,0.495
-85,11,-96,4,-30,0.0
-5,72,-5,14,-3,0.5
12,-63,-15,-42,-60,0.587
49,-31,-95,78,-96,0.0
43,-75,34,-81,58,0.734
21,52,79,72,-3,0.5
-11,-20,78,-99,41,0.869
21,-15,46,-84,-35,0.998
29,-27,9,23,-28,0.89
86,-33,-25,80,69,0.0
-10,42,33,-19,-78,0.998
31,20,-20,-3,71,0.0
-95,-1,43,15,24,0.33
56,-84,-66,-18,-23,0.0
29,-41,13,-96,-67,0.925
70,-48,67,53,-85,0.974
81,-58,-34,93,-98,0.0
-70,7,-93,-37,57,0.0
-28,1,-79,57,-3,0.0
-69,21,7,-65,-35,0.706
70,-57,96,11,-77,0.993
79,79,-61,-81,-18,0.996
-50,-11,-82,-59,-31,0.0
88,50,7,-34,-14,0.995
73,29,26,68,51,0.5
97,-76,37,23,69,0.449
-62,-54,27,-84,29,0.498
98,24,91,-99,78,0.954
-38,67,10,-13,-95,0.998
-96,39,-21,60,-89,0.0
-31,6,-63,-70,61,0.0
93,28,29,20,-99,0.992
-56,37,-8,90,76,0.0
-87,15,22,-59,25,0.527
49,-2,57,-86,-40,0.998
-36,-48,56,90,31,0.402
3,14,-30,98,-58,0.0
-41,41,-99,-66,-12,0.0
32,47,71,83,-58,0.678
95,14,-72,86,33,0.0
-70,93,34,-5,2,0.877
-54,-25,-69,-83,-44,0.0
-68,-72,-98,28,74,0.0
-37,-15,-68,16,4,0.0
-3,89,47,-54,86,0.657
-95,72,-90,-10,-19,0.0
38,-3,64,47,50,0.5
45,56,-79,-9,5,0.0
-75,-64,-60,-78,-36,0.0
88,-65,47,-21,-17,0.994
0,-9,-21,-41,17,0.0
83,-88,27,-17,29,0.407
-1,-36,89,89,65,0.492
-19,10,36,45,-15,0.505
42,39,31,-84,87,0.873
-15,-22,80,-56,27,0.833
-85,-1,47,-1,-75,0.67
62,23,-19,-93,70,0.955
-87,-100,-69,-58,32,0.0
-89,97,-41,-79,42,0.0
73,-5,98,-8,24,0.5
-45,-23,0,-8,75,0.004
-87,-47,99,47,94,0.406
-26,-40,-91,91,21,0.0
-91,-76,-22,18,-46,0.0
-48,-17,18,-71,29,0.532
-73,-40,9,94,-51,0.098
12,23,-98,-94,65,0.0
8,-89,47,71,4,0.37
7,18,-13,-97,-71,0.999
-7,61,-78,74,-93,0.0
-81,41,85,-68,-85,0.898
-25,4,-30,91,-64,0.0
67,-28,59,-58,-97,0.999
-38,88,-98,31,48,0.0
-87,-98,93,-46,87,0.388
-47,54,-43,20,5,0.0
24,16,-88,-60,87,0.0
-88,14,5,-94,40,0.426
-36,-22,84,91,-44,0.548
70,-70,-63,85,93,0.0
96,33,-21,8,6,0.482
-77,40,-54,-45,-85,0.0
-62,-9,-95,68,-50,0.0
-24,83,-81,-30,-3,0.0
58,-93,72,4,-40,0.854
93,42,-35,15,76,0.0
0,68,86,78,-8,0.5
96,85,37,-53,94,0.624
85,50,95,-99,-69,0.997
74,15,38,56,4,0.5
56,-9,-17,64,-31,0.0
-29,-18,19,-69,1,0.653
93,96,-22,-19,-75,0.997
-46,-3,-43,-62,-20,0.0
-99,-32,-39,67,-66,0.0
54,-5,-33,-79,-42,0.996
-8,-15,65,-32,60,0.556
-18,92,4,96,26,0.499
71,-23,47,4,-23,0.987
-68,-91,16,-53,82,0.125
40,-37,15,-54,74,0.672
-47,-22,-5,54,49,0.0
92,-11,92,-42,-76,0.995
-52,-89,-35,-81,-13,0.0
-71,27,64,-42,43,0.729
-1,3,49,77,15,0.5
-12,58,-17,-73,70,0.885
15,58,30,-42,19,0.98
7,-20,-85,-61,24,0.0
-76,8,-64,68,-36,0.0
33,69,28,-6,54,0.5
-2,-72,-17,47,-10,0.0
-96,18,43,46,-31,0.406
73,19,92,78,-19,0.505
-96,5,-43,7,-42,0.0
97,23,-89,-30,98,0.0
-26,40,77,81,75,0.499
-7,-87,7,5,38,0.084
63,74,22,67,-4,0.5
96,-29,-79,-78,64,0.0
-97,29,-64,50,66,0.0
74,-52,17,-6,73,0.461
-42,41,-45,-15,11,0.0
97,11,-100,-97,-100,0.995
-12,100,48,-10,32,0.5
-82,-35,-13,25,80,0.0
80,93,-79,-18,29,0.0
63,41,-14,-95,-31,0.997
-38,-66,-73,-30,-24,0.0
81,58,64,13,36,0.5
-78,-99,13,-40,79,0.084
34,47,28,-48,-43,0.998
-10,33,-47,95,-19,0.0
61,-8,10,-46,34,0.947
34,-94,42,77,98,0.368
19,4,-43,-12,99,0.0
70,50,-93,94,-98,0.0
48,95,21,-45,31,0.953
37,27,25,-92,-46,0.996
-38,45,85,-98,-26,0.998
4,4,-3,-41,39,0.869
14,-49,-97,50,-62,0.0
38,-46,28,87,48,0.475
25,-57,53,50,-81,0.82
64,16,94,99,71,0.5
-76,-14,8,-97,70,0.322
19,3,-61,-26,-20,0.0
-32,-23,69,42,63,0.48
-43,75,95,21,-26,0.902
27,-54,66,7,74,0.482
-90,-78,71,-77,46,0.49
48,-88,-42,-22,-60,0.022
-70,-32,79,64,84,0.416
-85,-15,-48,-72,-6,0.0
-71,-41,84,-5,83,0.408
-79,7,-65,96,91,0.0
91,-85,-74,-77,12,0.0
88,75,45,66,91,0.5
70,96,99,25,25,0.5
-60,14,9,-13,-48,0.669
19,67,-13,38,-95,0.986
63,-91,54,87,51,0.436
81,-98,-55,31,64,0.0
97,36,87,-18,-26,0.997
-6,0,-45,100,91,0.0
3,-63,-29,44,-85,0.0
76,-36,1,2,97,0.449
74,-91,59,-2,7,0.439
-41,-53,-22,-7,89,0.0
48,-47,-88,-44,-35,0.0
41,60,-79,-55,69,0.0
-76,-43,2,24,8,0.022
-5,-7,-66,50,86,0.0
-67,-70,-25,-50,1,0.0
88,47,-86,19,10,0.0
-42,31,63,-80,55,0.932
85,-61,-23,41,100,0.0
8,56,-84,85,44,0.0
-47,75,-4,-80,95,0.707
-2,2,-67,-13,-92,0.0
-66,-26,57,-3,-43,0.661
67,58,31,-14,53,0.501
12,39,-21,70,-28,0.0
73,-98,-1,-51,-63,0.876
81,-26,-59,-66,-81,0.998
33,-98,51,-26,94,0.405
-59,62,-22,86,77,0.0
-29,87,-85,-4,88,0.0
89,95,-25,78,-73,0.847
-23,81,-76,-53,-66,0.995
-21,-60,-57,27,55,0.0
87,-92,-42,100,-13,0.0
11,-9,74,-93,-86,0.999
-21,52,16,41,-77,0.98
-99,-49,84,74,33,0.364
16,-75,100,6,-72,0.812
28,-18,23,0,32,0.5
32,-41,64,-45,35,0.925
-9,37,32,-37,69,0.574
84,12,16,-8,-71,0.995
-53,12,89,-73,-27,0.884
-31,-97,86,-59,-25,0.687
67,-28,71,-51,63,0.753
61,0,-39,-87,-39,0.997
-35,-21,-82,56,57,0.0
-33,-30,96,-86,-94,0.85
-22,35,53,86,-45,0.579
55,-30,38,-17,16,0.792
50,26,-2,15,-49,0.989
-42,56,-39,-22,-64,0.992
40,-16,83,-37,35,0.863
25,-28,-61,20,-59,0.0
52,-36,-76,-50,-3,0.0
-59,72,-1,39,-17,0.18
-29,23,7,-9,62,0.435
-53,-32,-5,64,51,0.0
-32,-73,-57,68,83,0.0
56,-54,-56,-8,49,0.0
52,-79,-72,-24,-3,0.0
7,50,47,-19,39,0.512
98,62,35,-96,-80,0.997
3,96,-53,-35,-27,0.997
98,-71,13,1,2,0.41
-32,9,38,33,54,0.495
26,75,-50,-11,-15,0.0
-94,35,11,43,-74,0.498
-61,86,25,-11,-11,0.99
-9,-45,-89,32,-43,0.0
-48,-73,84,-54,-28,0.713
-12,-16,94,-19,-99,0.906
-71,8,30,53,72,0.344
22,65,51,-22,-76,0.996
78,-96,52,10,-73,0.909
-42,-9,-26,1,-93,0.0
-97,84,1,100,54,0.09
11,0,67,-61,55,0.909
-55,-24,-78,-56,-55,0.0
-76,-51,-80,49,-62,0.0
-41,-82,74,78,49,0.384
-2,44,-56,-1,18,0.0
20,91,78,77,95,0.5
-12,-43,-83,71,-62,0.0
-59,45,-64,-76,34,0.0
-88,-44,38,91,95,0.26
-11,-61,-59,-33,-44,0.0
-99,-62,42,75,41,0.237
-93,14,-69,-85,10,0.0
-39,-78,-93,-11,3,0.0
69,11,25,46,-86,0.98
-30,82,46,-52,17,0.989
4,-20,76,14,-96,0.92
-1,94,56,54,-75,0.959
43,66,-15,-8,52,0.499
78,-9,31,-91,42,0.983
57,-68,1,-98,-92,0.925
36,-11,-10,94,-76,0.781
-83,-60,-32,-52,-45,0.184
-54,53,81,42,-55,0.943
81,70,-29,100,25,0.472
-90,16,-59,-66,-86,0.0
-99,-100,-71,14,95,0.0
-94,39,77,-12,4,0.741
-96,-13,69,11,89,0.371
-75,-91,-92,50,2,0.0
19,-75,-39,-77,67,0.0
-75,-66,-11,-90,29,0.127
-19,60,35,14,1,0.5
-72,-2,-23,94,-83,0.0
70,-73,78,-7,-33,0.976
27,-55,-12,32,-42,0.0
-86,40,98,54,-43,0.652
-95,-99,-40,34,-82,0.0
30,28,55,19,-89,0.991
19,90,-17,78,89,0.488
-69,-43,0,41,9,0.005
-99,18,-53,-8,-43,0.0
51,4,-45,-85,76,0.0
-87,65,-74,-69,30,0.0
-29,10,17,-44,57,0.583
97,44,21,54,11,0.5
11,95,100,64,-65,0.885
38,-56,17,-39,60,0.467
52,-45,-64,47,54,0.0
24,16,-12,-59,76,0.738
30,-66,-55,30,19,0.0
40,57,80,-78,64,0.94
1,-84,-81,-45,92,0.0
-94,-49,79,-26,26,0.505
68,79,11,54,55,0.5
52,-57,-30,16,64,0.0
-13,96,-77,46,82,0.0
-65,26,96,-44,-66,0.888
54,85,-67,73,-83,0.0
6,-7,19,34,-91,0.983
-19,9,-59,-59,-63,0.0
-34,-8,55,66,-24,0.505
42,48,51,59,82,0.5
-75,-93,-71,-49,-69,0.0
79,61,8,-56,60,0.848
-13,74,-66,-13,53,0.0
63,32,93,75,12,0.5
-39,61,-34,99,-88,0.0
3,72,27,55,-42,0.698
7,59,-96,-57,-13,0.0
38,-26,-23,25,39,0.0
0,14,-85,-70,-36,0.0
5,-88,-51,32,-87,0.0
-66,-26,-34,86,-24,0.0
-88,-19,-92,-51,7,0.0
-74,21,-32,-49,5,0.0
26,-39,-31,-4,-9,0.0
73,94,10,-14,22,0.518
