fightWinScore,fightLoseScore,scareWinScore,threatWinScore,threatLoseScore,hawkFraction
-35,-21,99,-47,-16,0.837
-96,100,61,-70,-56,0.991
70,-11,82,1,-52,0.994
-97,-44,-58,-73,-62,0.0
37,-21,-95,-1,-18,0.0
13,52,-16,-86,-39,1.0
-10,-26,-28,-81,22,0.0
-89,-46,8,-12,92,0.065
31,-36,-79,-97,1,0.0
99,98,-93,-96,90,0.86
85,20,59,19,72,0.5
-73,-31,58,94,-77,0.496
58,-38,-6,-14,71,0.0
42,81,9,-80,97,0.805
28,-38,65,88,-10,0.492
-60,85,-53,19,-39,0.0
5,-45,74,-59,11,0.844
11,4,-60,-70,95,0.0
83,-13,7,-55,84,0.671
-59,30,-69,-39,-83,0.0
98,-3,40,32,-22,0.552
35,-54,83,-69,23,0.912
-78,-78,-23,-24,72,0.0
49,36,-62,12,-33,0.0
51,28,-4,80,16,0.5
-76,-27,-22,-43,83,0.0
69,83,22,-71,-37,0.997
-98,87,66,-98,94,0.875
12,-28,24,-76,-17,0.87
-45,92,98,-82,33,0.986
-92,82,66,44,46,0.462
-52,-49,43,82,-63,0.409
15,28,86,59,16,0.5
-5,-30,-50,-89,-37,0.0
71,-75,-7,-86,94,0.0
-71,52,50,84,-5,0.445
-3,-49,-43,27,94,0.0
-77,46,4,-97,-37,0.805
-14,74,55,-48,-20,0.996
-8,-7,-49,81,13,0.0
-37,76,-99,58,-18,0.0
81,28,-9,54,-66,0.94
-58,49,6,-99,84,0.716
-28,-76,58,-19,72,0.372
-61,-54,-41,42,11,0.0
-2,37,11,5,-69,0.992
-63,53,4,33,63,0.208
69,59,24,1,-16,0.987
57,70,43,1,7,0.5
-7,-20,36,88,-36,0.551
59,26,-6,5,4,0.5
-65,-53,22,92,22,0.188
-93,-74,21,-42,2,0.351
37,-59,-12,68,-2,0.0
32,-89,31,-88,-68,0.792
22,98,87,-60,-52,0.998
54,-47,98,59,-35,0.576
-47,11,-31,-57,-54,0.604
-33,-39,-5,-88,-40,0.58
-90,84,59,-96,88,0.893
9,26,-59,-9,-94,0.994
-40,-62,-38,1,-30,0.0
-83,79,-25,-31,-72,0.936
62,-46,41,-33,0,0.986
-84,-62,6,-25,-39,0.394
38,76,-70,5,-32,0.0
-4,93,-85,38,35,0.0
36,67,9,40,93,0.5
-54,-78,-22,69,-50,0.0
91,96,-92,71,36,0.0
86,-65,91,-67,91,0.698
-64,27,68,-86,1,0.844
70,33,38,-84,60,0.963
62,37,-18,2,-64,0.992
100,-57,42,92,11,0.476
-99,55,-97,31,-79,0.0
-56,-56,-29,14,-96,0.0
-84,-70,66,24,13,0.324
11,-90,79,-16,42,0.444
-66,-18,-96,51,-36,0.0
-42,41,-36,-6,29,0.0
-68,-40,86,98,-19,0.411
95,-4,47,-100,98,0.923
-72,-94,-51,-2,33,0.0
68,-37,73,-35,-92,0.998
98,-95,-91,72,31,0.0
-26,8,-100,-85,82,0.0
-70,76,28,17,-27,0.936
-81,99,-13,95,84,0.0
80,50,-55,-42,93,0.0
-15,51,-40,-61,41,0.0
-75,-34,-47,-21,32,0.0
12,22,-72,-16,59,0.0
-35,72,44,88,74,0.496
-30,-48,-94,35,-50,0.0
46,16,-47,-51,-58,0.997
-72,31,-22,-97,-47,0.639
-70,-2,41,-29,-40,0.693
24,90,-20,29,-84,0.99
87,-73,51,100,67,0.472
2,67,83,-98,65,0.971
-2,88,92,-47,-79,0.997
-22,-31,31,-14,92,0.426
80,-59,-93,47,72,0.0
-53,-71,36,-50,67,0.301
-50,7,64,26,-62,0.783
38,70,-88,50,-3,0.0
97,87,-12,-23,8,0.982
-31,-59,-56,43,-76,0.0
-47,-94,-34,48,23,0.0
-15,7,-11,-98,64,0.015
92,70,-65,-86,10,0.994
76,33,-21,-45,29,0.958
-80,-77,-25,-70,-75,0.289
25,56,16,92,40,0.5
32,33,62,62,-70,0.922
-26,-86,-81,-73,-5,0.0
-88,-82,-79,10,32,0.0
91,-20,18,-78,60,0.95
52,35,54,-66,-73,0.998
-84,-89,78,-86,69,0.513
74,-87,-38,23,58,0.0
-14,75,-11,-19,27,0.527
44,63,-89,-14,20,0.0
100,-37,69,-44,-13,0.997
43,13,93,-10,75,0.5
79,-10,-28,24,-46,0.977
-86,-63,90,78,9,0.372
47,7,-48,-11,-77,0.996
-33,-16,-5,77,-20,0.0
10,-82,-51,-7,-31,0.0
-96,63,62,81,51,0.429
90,-100,-4,-37,44,0.0
-67,-71,-25,-20,79,0.0
-32,-81,42,-62,-73,0.668
61,7,-73,95,22,0.0
-40,-89,33,-92,-84,0.633
42,61,-2,0,-25,0.991
-46,55,58,51,45,0.496
-25,9,-78,40,-45,0.0
34,-62,95,-73,40,0.887
-12,92,-68,-84,67,0.0
-28,-82,7,87,87,0.079
-78,-17,-65,30,-4,0.0
-16,78,20,22,-42,0.975
-24,-53,-70,7,-28,0.0
85,-29,-97,96,15,0.0
-74,-51,86,86,17,0.392
77,-66,57,84,76,0.474
-13,-25,-44,52,-70,0.0
-93,-59,44,-49,15,0.457
-96,-21,9,-32,34,0.122
-19,-25,-77,12,-43,0.0
69,35,7,3,-54,0.99
58,7,18,-72,13,0.994
-80,1,16,-17,61,0.2
15,-72,-95,-59,-78,0.0
75,28,87,80,-61,0.742
15,84,-29,72,-65,0.82
56,-41,54,86,-54,0.631
39,9,-82,32,97,0.0
44,94,87,-95,-71,0.996
61,34,-68,-58,70,0.0
-68,-22,-44,-83,71,0.0
67,12,-54,-29,100,0.0
-99,81,54,-99,-39,0.929
66,-58,93,-63,-10,0.994
-52,66,53,38,-49,0.938
-9,-62,-61,-90,-20,0.0
-1,42,-57,75,25,0.0
22,99,4,-23,53,0.526
12,-31,-75,-98,90,0.0
44,25,-46,-31,-87,0.996
-6,25,-93,48,-1,0.0
-26,-95,-18,-34,-75,0.371
-87,13,2,-51,-73,0.67
81,-91,-8,16,96,0.0
75,-44,38,-58,48,0.925
13,41,77,-2,-20,0.991
34,46,6,-76,-35,0.997
58,48,-4,31,35,0.5
14,-18,28,56,-61,0.904
4,83,-28,55,-2,0.0
87,28,95,55,67,0.5
-35,-4,-55,-48,59,0.0
47,82,18,88,-22,0.508
21,19,-8,-93,20,0.992
-89,-75,-54,-81,57,0.0
-86,28,-73,-32,38,0.0
-23,71,27,49,-86,0.975
77,47,-82,-100,83,0.0
47,21,-26,33,-88,0.987
-79,-72,92,-61,81,0.498
-65,-47,-44,49,-2,0.0
-69,-42,29,52,-86,0.442
-87,40,8,-47,33,0.408
36,1,-33,68,-30,0.0
-62,-15,-87,8,100,0.0
-84,-69,-57,-76,45,0.0
-78,-19,-7,-70,84,0.0
-35,99,35,-81,75,0.904
36,-51,-24,-43,76,0.0
-79,-42,75,94,17,0.376
77,93,-24,40,15,0.49
75,11,63,64,-47,0.672
-83,18,-96,-85,67,0.0
-95,-78,-69,-78,49,0.0
83,-98,-26,-61,49,0.0
-19,-93,-44,29,83,0.0
9,-38,-63,69,-10,0.0
-84,24,-66,42,74,0.0
-12,-2,89,-65,91,0.721
3,17,22,-30,-35,0.997
21,56,-24,-22,-22,0.994
-22,71,39,98,2,0.5
48,-30,-56,-40,-71,0.996
77,19,76,89,13,0.5
-97,-71,-64,-83,-74,0.0
35,-78,-1,100,-44,0.002
78,71,77,26,-89,0.988
-69,70,-41,-55,67,0.0
31,68,-26,92,-79,0.805
72,-40,-93,-17,-57,0.0
-94,-81,-59,-70,19,0.0
-21,-86,79,-90,-54,0.729
-76,-77,50,-75,87,0.367
-20,-14,78,-23,25,0.723
-57,-38,24,18,64,0.249
27,25,-50,4,-47,0.0
50,-32,-22,-93,-10,0.995
-2,2,-27,-26,-83,0.993
97,-29,-18,-43,8,0.99
95,22,-73,-96,-36,0.998
-40,6,-100,-30,-92,0.0
-47,62,-36,-60,-64,0.997
70,5,-84,53,-36,0.0
30,-75,13,56,30,0.242
-28,-34,-83,5,-98,0.0
52,55,86,-72,-97,0.997
-53,-73,79,75,35,0.372
-89,100,-49,-25,69,0.0
16,-82,50,22,49,0.412
-51,-32,-25,72,0,0.0
72,82,3,48,-81,0.976
57,9,4,92,68,0.5
5,53,-45,-74,-24,0.995
75,-55,-59,-77,-23,0.993
39,100,-5,15,-81,0.994
-37,90,39,-47,-23,0.995
-42,71,90,31,72,0.491
-13,-90,-17,-2,-69,0.19
45,-32,1,31,-54,0.97
-85,32,-75,-20,72,0.0
-84,54,-76,41,-4,0.0
80,69,-89,-87,15,0.994
-65,-44,-88,34,60,0.0
-21,24,-19,23,1,0.0
25,34,16,11,-89,0.993
-37,99,57,-93,-15,0.997
100,95,-54,43,13,0.0
0,84,80,-15,82,0.501
-43,67,99,51,87,0.497
-19,11,84,45,-20,0.51
35,-21,-27,-25,-11,0.0
-78,13,67,-6,76,0.445
-98,-22,7,43,96,0.073
-35,57,70,64,30,0.495
78,-75,-10,31,-92,0.949
-23,-38,-69,96,-55,0.0
-80,-59,-78,-12,-27,0.0
91,-41,-2,-54,-6,0.996
33,8,24,-7,-88,0.997
99,56,100,-49,-58,0.997
-36,31,64,-16,22,0.543
-20,94,6,62,-57,0.834
59,31,-76,34,-96,0.0
11,-35,-36,90,4,0.0
28,-97,99,20,-14,0.49
90,-21,-71,40,75,0.0
67,76,-50,57,38,0.0
-73,-88,95,80,-75,0.518
-100,-71,-77,-73,0,0.0
64,82,-7,-32,54,0.558
-38,-75,-9,20,56,0.0
-12,-94,74,59,-35,0.431
-2,-32,-53,-13,86,0.0
42,81,-90,41,11,0.0
72,2,38,3,39,0.5
-46,48,94,-8,-72,0.99
-84,-70,-66,49,-10,0.0
97,86,-95,-31,42,0.0
-84,38,46,-15,-19,0.748
-26,-54,-82,52,-38,0.0
73,-10,-55,57,31,0.0
-79,44,60,-38,22,0.808
41,9,-10,-60,-45,0.997
2,17,-60,-1,-55,0.0
-56,30,57,52,25,0.48
-47,-40,7,-23,56,0.086
79,-11,22,11,-57,0.991
27,-63,-78,-99,21,0.0
73,-10,-23,0,-14,0.981
-39,-57,-94,50,59,0.0
73,-62,-83,-33,-82,0.0
99,-96,-95,38,-51,0.0
48,4,-82,70,-67,0.0
49,49,90,-95,1,0.995
-36,34,-58,-80,-27,0.0
86,20,29,-71,-10,0.996
45,-96,-77,-16,53,0.0
-69,100,47,-89,25,0.99
66,89,-59,-48,51,0.0
20,-62,-57,-55,64,0.0
70,9,-92,-15,-44,0.0
-88,-72,37,-87,-24,0.519
4,-58,93,-40,45,0.745
-10,77,-96,95,-88,0.0
87,41,-76,55,-72,0.0
-12,-54,-50,-88,74,0.0
14,84,67,-5,-73,0.999
-51,22,63,-71,99,0.698
50,70,44,-32,-22,0.996
-65,6,-70,88,76,0.0
-65,-2,51,46,-85,0.696
-26,51,82,-11,-71,0.996
-48,-49,-70,-77,9,0.0
32,17,70,17,57,0.5
-27,-8,26,-54,54,0.608
84,10,-95,-88,-91,0.997
-52,-42,97,-69,91,0.634
56,71,37,3,94,0.5
50,-31,-83,80,-33,0.0
98,8,66,-69,67,0.886
-94,-93,-73,43,77,0.0
-27,36,-100,-79,-53,0.0
30,5,11,-63,-41,0.996
76,-43,64,-98,-5,0.995
4,-23,-68,-74,-40,0.0
-87,26,0,94,-32,0.008
-22,-27,-60,-22,-56,0.0
-93,42,16,-85,40,0.596
-52,-17,57,-66,-64,0.807
-55,-95,-6,-70,5,0.287
-63,99,8,-96,82,0.925
46,-83,74,-35,-34,0.86
-67,27,-75,56,26,0.0
-43,71,10,51,5,0.464
25,-62,46,59,-84,0.767
56,22,40,-10,8,0.823
61,-28,-47,-62,28,0.0
8,95,100,-2,-77,0.993
-57,80,-70,35,-13,0.0
-16,-10,100,83,-40,0.563
-37,31,26,67,3,0.489
-70,-50,69,69,-14,0.37
10,83,-76,-5,-26,0.0
93,45,-61,-62,85,0.0
22,75,-23,-80,52,0.964
52,90,-18,45,5,0.497
-69,-62,-61,15,-33,0.0
76,-45,-87,-30,-55,0.0
-91,71,52,56,-100,0.884
19,70,100,85,-22,0.512
-39,19,-8,22,49,0.0
-43,-15,-97,-14,-43,0.0
74,-16,-100,62,-31,0.0
-84,86,-96,11,-32,0.0
49,-92,95,-4,-71,0.859
-24,57,30,63,7,0.497
-51,60,-70,-14,42,0.0
34,52,-20,-32,0,0.992
-68,-6,75,82,78,0.447
-41,-24,-15,75,30,0.0
28,44,32,33,37,0.5
100,100,-25,-55,-19,0.994
7,-75,-6,43,56,0.0
16,43,48,-62,-80,0.998
99,61,-5,-75,20,0.992
60,-59,-39,-20,-97,0.967
6,-96,90,68,-21,0.43
63,-15,32,8,-79,0.994
73,-70,70,69,-21,0.487
19,-59,69,84,-30,0.488
-11,-24,31,65,60,0.482
55,54,-53,69,-8,0.0
56,-54,67,64,-100,0.965
-1,67,-66,64,-91,0.0
-39,56,-98,-20,70,0.0
78,-20,-18,81,21,0.0
60,-50,39,-71,100,0.699
-44,55,-82,61,-39,0.0
-11,-24,46,-31,22,0.737
-45,-23,10,-18,29,0.169
99,15,-54,100,-19,0.0
0,-58,-76,-10,29,0.0
-82,-7,84,53,-53,0.645
78,8,-38,1,70,0.0
-56,-72,-29,-97,80,0.0
72,42,12,-34,-96,0.998
21,93,53,-69,-81,0.998
26,31,71,-71,-39,0.999
18,-75,79,42,-18,0.462
31,-70,92,61,-91,0.838
-37,44,72,-47,-37,0.995
-25,-25,25,-95,62,0.596
-82,13,25,16,5,0.29
-92,-26,71,-100,-15,0.714
-22,97,-12,88,-85,0.858
-81,-67,-96,57,81,0.0
-23,13,90,7,-87,0.967
-35,-34,-56,16,57,0.0
29,33,-8,-87,31,0.988
-46,-6,-41,44,-2,0.0
-70,-19,-84,92,-39,0.0
-1,3,94,79,6,0.5
-95,58,-26,27,19,0.0
-16,-10,-17,-65,-79,0.714
73,18,19,-17,-96,0.996
-49,10,-46,19,-15,0.0
48,-34,89,-80,-71,0.998
97,7,5,79,2,0.5
-75,67,-28,28,-9,0.0
-62,38,-7,-21,3,0.189
-62,-41,1,35,-48,0.132
-19,11,-21,-100,100,0.0
-72,77,31,50,91,0.434
-45,-20,70,57,49,0.461
-79,35,13,84,34,0.24
-77,82,-69,30,100,0.0
79,29,-84,-73,97,0.0
70,36,-59,-100,-74,0.995
-53,38,-8,-66,-100,0.93
-62,12,-71,48,84,0.0
4,63,-38,-88,-65,0.996
57,52,-16,78,45,0.497
87,14,-59,-51,-35,0.998
-63,-90,62,95,-54,0.348
-44,-88,100,63,-84,0.626
57,83,-34,71,59,0.414
60,-72,92,95,-66,0.685
-34,8,86,26,89,0.497
-90,-65,40,-6,-9,0.39
74,11,-30,-86,41,0.982
-70,-48,-39,-20,60,0.0
-84,-2,45,-19,25,0.415
98,73,4,-48,5,0.99
-30,61,3,7,25,0.478
-39,99,-21,57,16,0.0
46,95,24,41,-67,0.971
-51,20,61,80,-73,0.787
60,88,-26,-98,-69,1.0
-79,-40,-67,-50,-99,0.0
65,-100,56,32,29,0.407
33,17,8,15,99,0.5
59,-61,-11,91,7,0.0
-32,-9,-9,15,88,0.0
-24,61,84,-14,66,0.5
3,-36,26,61,44,0.457
90,-67,-67,6,21,0.0
-7,-44,-42,33,10,0.0
-15,-35,83,92,-60,0.644
-32,26,97,-100,81,0.947
19,37,51,75,-90,0.941
82,-8,-57,-4,50,0.0
14,41,75,-90,-13,0.996
-97,-65,27,6,-78,0.438
77,26,-87,-76,71,0.0
77,-54,0,0,10,0.305
-66,53,0,25,-76,0.826
26,-51,-84,85,92,0.0
59,39,-89,-52,-40,0.998
-99,-18,52,-57,-30,0.639
-95,5,-88,-66,-37,0.0
71,37,-35,73,2,0.0
54,-72,16,78,14,0.355
-99,55,-14,-4,11,0.0
-81,-81,-5,-71,60,0.0
84,97,14,76,-78,0.887
-69,27,-7,50,-86,0.272
-94,-15,-34,84,-9,0.0
-11,82,46,43,13,0.5
11,78,63,56,-1,0.5
27,-98,17,83,84,0.215
-46,61,82,-69,77,0.836
63,-49,47,-94,-63,0.997
59,65,-73,94,-54,0.0
32,58,-30,64,-78,0.939
-95,-12,-54,-54,61,0.0
36,-77,-26,80,-6,0.0
-40,36,-4,-51,96,0.0
-95,-50,54,-84,46,0.511
75,-16,48,-80,29,0.987
-11,46,96,-100,59,0.978
-81,83,-58,1,-94,0.0
75,27,-47,50,27,0.0
44,-60,-65,-48,9,0.0
24,-73,-82,17,-5,0.0
-52,-89,-66,-33,-93,0.0
-33,-61,6,-39,52,0.084
-87,63,-21,-100,-99,0.866
-93,-82,-51,-86,-5,0.0
39,42,79,97,-99,0.912
90,-23,-26,86,-44,0.0
-80,62,-49,-90,-27,0.515
68,-11,88,-2,-97,0.994
7,-64,91,-7,-1,0.768
31,-59,-85,-32,76,0.0
-4,-30,68,22,-40,0.811
17,39,76,-84,-88,0.997
2,77,-78,10,-11,0.0
-39,-86,-80,-3,50,0.0
-55,-26,-14,92,96,0.0
37,0,-26,-89,-79,0.999
68,38,46,16,55,0.5
36,-1,74,-85,-51,0.997
80,59,96,91,21,0.5
50,75,-7,63,-11,0.501
-68,74,44,75,-99,0.946
19,-92,-85,-73,-92,0.0
98,-85,17,-99,-17,0.992
0,92,-15,99,-34,0.523
90,-95,75,81,-15,0.458
70,-88,90,-13,-42,0.931
-54,0,36,-93,-4,0.754
15,94,62,-25,77,0.52
-26,-87,41,83,-73,0.394
-53,-45,-39,-46,66,0.0
56,26,36,46,-85,0.98
78,36,15,-21,-91,0.998
-65,87,-73,8,21,0.0
-85,70,-61,64,-13,0.0
10,-68,-89,-50,-62,0.0
17,-68,14,57,7,0.243
-26,88,-98,66,-25,0.0
-99,1,-55,64,-100,0.0
71,-6,-75,-1,-55,0.0
18,7,81,-31,70,0.537
87,-36,-46,78,19,0.0
24,12,46,-1,87,0.5
-10,-97,-58,30,13,0.0
-93,-52,11,62,-19,0.088
-94,-68,17,-6,-96,0.485
-60,-6,0,-66,-65,0.644
-42,-70,97,65,-40,0.492
80,12,-78,-92,-61,0.996
55,94,-7,67,65,0.5
-67,-25,-35,45,36,0.0
56,-25,92,26,-11,0.501
-62,7,8,-48,-90,0.692
88,-90,72,72,2,0.446
62,54,-53,-77,-27,0.998
71,36,99,50,69,0.5
-4,-91,48,-85,67,0.539
71,-15,67,99,20,0.5
-26,25,41,10,8,0.499
55,-45,-77,86,86,0.0
-39,-9,100,-35,10,0.823
100,14,-92,7,-75,0.0
41,54,-35,-31,-84,0.997
99,82,13,93,-23,0.507
-81,-91,-82,87,44,0.0
-31,43,41,-66,5,0.994
4,20,-11,-3,73,0.0
-100,-85,74,-38,-15,0.53
60,-61,94,46,83,0.492
-66,-17,-89,-12,53,0.0
-84,-97,40,18,-95,0.466
63,-87,-72,-87,35,0.0
-17,30,21,47,95,0.5
-15,-40,90,42,-3,0.483
26,0,60,77,-8,0.5
45,99,-45,-71,-54,0.996
-76,38,-18,-58,94,0.0
-40,57,88,48,54,0.494
-81,18,11,66,41,0.173
-43,-28,-41,72,54,0.0
1,81,15,44,46,0.5
40,-82,71,-14,56,0.459
-94,53,21,-33,54,0.321
-55,-37,20,-68,-74,0.617
6,87,68,88,-10,0.5
-21,9,31,-44,-94,0.928
81,-60,37,-18,-61,0.993
-88,-4,-12,62,-82,0.0
-52,-89,-3,-26,-37,0.332
-71,-23,9,-35,-55,0.532
-23,-75,-36,-82,54,0.0
-3,25,37,-54,95,0.624
-68,84,95,25,-35,0.942
94,92,-8,61,-80,0.949
98,-100,-20,-28,-29,0.855
65,32,30,-94,65,0.967
-83,23,-96,-10,-52,0.0
-81,-100,-30,26,-25,0.0
-59,-8,68,-25,10,0.694
-5,89,53,-7,71,0.5
-44,-22,53,36,-44,0.62
-2,87,-63,74,5,0.0
-62,35,-6,-99,-29,0.778
-91,-92,87,51,-100,0.547
-7,33,-92,-63,73,0.0
3,-79,-96,55,-75,0.0
-56,-53,90,-23,-80,0.719
23,-32,-79,85,-38,0.0
1,-79,22,18,-83,0.589
-38,-78,-85,-46,-12,0.0
-83,-76,99,-8,-46,0.627
-27,3,-87,75,16,0.0
47,-38,-28,-4,-74,0.991
-90,-10,53,-98,37,0.629
-23,-12,0,68,-57,0.014
-97,80,-21,74,50,0.0
-96,62,-61,84,96,0.0
-89,25,-11,-70,23,0.218
98,-59,-47,42,79,0.0
71,18,45,69,-6,0.5
-36,-9,-84,-78,-62,0.0
-32,-23,-47,74,-67,0.0
0,-10,-11,12,-31,0.0
86,40,-6,23,93,0.5
-86,-93,75,-49,89,0.348
-82,46,-38,17,37,0.0
62,-89,-56,-22,68,0.0
51,53,87,39,-73,0.977
77,-8,36,6,-23,0.983
88,-45,-19,-53,-57,0.999
89,81,-76,-19,11,0.0
-9,-9,-34,4,27,0.0
-88,-72,65,24,-5,0.299
-60,-54,4,-82,43,0.256
68,27,12,47,-99,0.983
-9,-73,94,-87,25,0.756
85,3,-61,70,-75,0.0
-46,-39,62,16,3,0.423
-97,14,62,-19,-73,0.732
32,6,33,11,-83,0.994
-92,1,66,10,-65,0.712
-2,69,30,-59,91,0.676
16,43,-80,99,-40,0.0
51,22,49,20,27,0.5
-82,72,5,81,-28,0.22
12,54,17,53,-12,0.5
-79,-97,70,56,-40,0.363
38,25,-72,-70,95,0.0
85,83,15,-68,-50,1.0
27,-51,-41,-9,-11,0.0
-48,-43,1,0,-1,0.026
39,13,-67,-80,10,0.0
59,-3,65,-42,7,0.993
81,-63,98,4,-79,0.991
-39,-77,82,-71,-28,0.682
-41,-8,60,51,-54,0.717
-36,-84,90,-24,17,0.605
45,-99,50,-100,-82,0.86
-22,5,26,30,-31,0.758
26,95,-73,-11,100,0.0
73,2,-27,66,41,0.0
40,-41,-17,-39,31,0.0
69,-58,2,-12,9,0.736
-3,6,-26,88,65,0.0
-74,33,-64,-96,40,0.0
47,-64,69,-18,32,0.498
59,78,100,72,21,0.5
16,-27,27,91,49,0.496
1,-38,28,50,25,0.463
55,-52,-49,7,-75,0.0
-85,-67,48,79,-85,0.411
59,76,-15,52,-96,0.981
20,-7,95,47,-12,0.501
57,69,33,-8,-71,0.997
-98,-93,-35,63,-24,0.0
-31,27,-45,-57,0,0.0
-40,30,-10,-43,-60,0.898
-58,-24,69,-35,31,0.626
45,20,-69,-72,-97,0.996
-66,-47,45,5,-10,0.481
10,35,-6,68,94,0.5
2,61,63,-8,41,0.5
-2,-66,12,-29,24,0.311
-20,51,-96,-30,-47,0.0
60,76,-50,-6,-45,0.997
-3,-45,70,60,-84,0.766
-36,-87,91,-36,-45,0.716
50,92,-85,19,73,0.0
-14,-31,65,-83,-50,0.834
-62,58,-42,45,-73,0.0
91,87,-26,9,90,0.484
39,77,-85,55,67,0.0
-67,90,-18,41,-25,0.0
-56,-52,9,-22,-24,0.368
12,90,77,7,-3,0.5
31,89,33,46,35,0.5
-78,-72,-18,-49,-36,0.241
27,-51,-53,-47,96,0.0
11,31,-84,-18,-75,0.0
-26,28,-24,76,23,0.0
17,-90,-6,76,-99,0.02
80,-19,56,-50,34,0.96
-48,72,-68,50,30,0.0
-62,91,16,-88,100,0.79
92,39,-26,27,-48,0.974
-87,-53,-41,27,10,0.0
92,-14,-49,-48,-25,0.996
-52,76,97,-25,98,0.503
-58,-20,-65,-36,81,0.0
35,-38,-98,96,-79,0.0
-80,-96,-47,-36,53,0.0
-59,49,88,-77,-89,0.971
52,60,45,50,-89,0.978
-37,47,54,-91,-71,0.998
-56,12,43,-48,44,0.663
51,13,88,50,-14,0.502
-44,99,-10,-42,-30,0.994
10,3,55,80,-43,0.577
10,-48,-89,-31,86,0.0
-34,-14,-93,5,-2,0.0
-4,-15,-24,73,57,0.0
65,42,-62,-89,63,0.0
25,49,-30,-35,-60,0.997
-77,98,-45,4,85,0.0
98,-68,60,-79,-95,0.996
-21,-81,-26,75,77,0.0
-18,-15,24,-73,29,0.728
-8,85,-91,-65,67,0.0
31,-29,-4,6,-98,0.987
34,11,-36,-84,34,0.988
-94,50,-28,-96,99,0.0
14,76,81,49,41,0.5
-3,8,90,67,-28,0.533
-22,55,91,-59,48,0.933
18,8,-45,70,60,0.0
-90,93,7,58,49,0.296
-98,49,68,88,-52,0.546
44,51,58,48,57,0.5
91,-2,-17,73,-53,0.695
-3,31,-35,-32,51,0.0
-66,-42,-63,-78,90,0.0
89,37,-77,-60,25,0.0
-16,23,-87,-93,22,0.0
-9,13,91,-28,-37,0.996
99,-96,97,-43,98,0.529
-67,-95,-23,-43,57,0.0
-23,-24,-19,15,-73,0.207
-46,-17,63,55,-71,0.695
-75,2,94,37,-35,0.707
57,-50,66,82,18,0.484
8,-18,-90,-2,63,0.0
89,-77,-22,77,0,0.0
-26,98,45,-77,-3,0.994
7,-93,61,-7,25,0.393
3,-73,-32,-94,-68,0.486
-4,-56,10,21,-71,0.51
-10,23,-33,-52,28,0.0
42,-74,75,-23,51,0.481
44,39,-65,-56,-88,0.994
-63,10,91,81,-78,0.765
-71,98,-29,-98,-21,0.994
-63,-5,84,23,83,0.453
72,77,-13,30,-54,0.972
-84,61,-81,27,-88,0.0
24,40,83,-4,69,0.5
-16,-24,21,-7,-42,0.702
-100,77,36,-93,-5,0.869
38,29,83,19,-17,0.641
-37,-79,-77,-97,-21,0.0
-2,-3,-46,31,56,0.0
-8,-43,74,-41,-42,0.825
-72,2,42,11,15,0.372
-82,74,-70,28,-73,0.0
-81,-56,-53,-12,-87,0.0
-46,-88,51,30,-37,0.446
12,71,-18,90,30,0.478
91,-61,11,-31,-52,0.995
-50,-71,65,-32,93,0.378
11,-91,-80,-49,-49,0.0
60,-41,84,91,-24,0.505
-84,-88,-78,6,28,0.0
82,-85,4,-94,34,0.927
-49,-48,31,74,-63,0.358
59,91,-81,-2,-31,0.0
-75,64,-53,-2,-70,0.0
85,25,80,-68,-26,0.995
-86,-87,-2,-45,-90,0.456
-76,97,40,-88,40,0.982
-56,85,-20,-28,-22,0.997
-68,42,-41,61,-62,0.0
-47,-48,-25,-39,71,0.0
14,64,-9,94,-8,0.5
90,-57,64,21,76,0.488
18,89,-71,-37,14,0.0
52,82,41,88,59,0.5
-7,-64,24,30,40,0.292
-68,-78,-87,-71,-89,0.0
51,47,-53,-38,-60,0.998
-24,-60,70,58,60,0.426
42,-81,50,15,38,0.435
-98,1,-54,92,-76,0.0
-20,12,-36,98,-29,0.0
13,12,26,77,-36,0.549
-21,58,99,30,-3,0.5
-29,-52,-98,-47,-76,0.0
-16,-84,32,32,-14,0.27
55,-25,-79,-17,26,0.0
-24,-1,97,-93,-62,0.933
-20,80,25,93,-85,0.854
62,-90,61,-21,49,0.456
-80,-25,-61,79,-69,0.0
66,69,75,-59,57,0.885
77,-45,99,88,-20,0.508
10,51,-20,-45,15,0.987
-89,-33,-72,28,-40,0.0
7,-64,-81,43,-44,0.0
-92,-52,62,-71,92,0.414
-57,-94,57,50,68,0.295
7,-32,63,-76,-54,0.915
-43,36,13,-16,71,0.436
38,98,-19,30,-95,0.992
-46,-13,-81,-34,14,0.0
-11,-83,-93,82,78,0.0
53,59,16,-31,71,0.527
-24,20,39,3,-5,0.816
-58,-6,42,62,-44,0.496
26,-87,-30,44,71,0.0
-83,35,-36,43,99,0.0
-17,-44,35,-63,41,0.589
4,15,-95,21,-64,0.0
-71,-80,27,-90,-48,0.558
34,-46,52,77,17,0.489
-7,84,51,1,88,0.5
-96,-58,-8,-4,86,0.0
-75,87,-1,-61,-12,0.991
-32,-93,-19,-45,-72,0.378
44,-19,8,41,46,0.499
-66,98,-87,25,43,0.0
55,96,82,-10,-43,0.996
68,74,6,79,11,0.5
1,55,-80,99,-19,0.0
-20,-94,-91,-33,79,0.0
-69,-20,-83,-53,-54,0.0
-68,-60,88,66,-36,0.448
-39,76,-100,-76,15,0.0
-24,-51,81,-2,-65,0.76
100,96,25,11,9,0.5
-48,-4,-20,-35,86,0.0
